Time,X_axis,Y_axis,Z_axis,W_axis
2023-08-03 18:05,0.02093118,0.03067637,-0.005113972,0.9992971
2023-08-03 18:05,0.02098993,0.0307586,-0.005118696,0.9992933
2023-08-03 18:05,0.02097976,0.03077663,-0.005167755,0.9992927
2023-08-03 18:05,0.02099582,0.03073493,-0.005108133,0.999294
2023-08-03 18:05,0.02098989,0.03079321,-0.005132356,0.9992921
2023-08-03 18:05,0.02095267,0.03080798,-0.005136646,0.9992925
2023-08-03 18:06,0.02091715,0.03078775,-0.005111997,0.999294
2023-08-03 18:06,0.02093389,0.03072729,-0.005109377,0.9992956
2023-08-03 18:06,0.0209873,0.03068656,-0.005180431,0.9992953
2023-08-03 18:06,0.0210124,0.03073046,-0.005141585,0.9992936
2023-08-03 18:06,0.02094348,0.03077933,-0.005179806,0.9992933
2023-08-03 18:06,0.02098155,0.03078745,-0.005144475,0.9992924
2023-08-03 18:07,0.02092798,0.03073946,-0.005169703,0.9992949
2023-08-03 18:07,0.02098402,0.03078169,-0.005136518,0.9992927
2023-08-03 18:07,0.02096929,0.03079709,-0.005182343,0.9992923
2023-08-03 18:07,0.02095701,0.03084125,-0.005129261,0.9992914
2023-08-03 18:07,0.02094094,0.03078863,-0.005187431,0.9992931
2023-08-03 18:07,0.02097065,0.03073736,-0.005133818,0.9992943
2023-08-03 18:08,0.02097389,0.03079069,-0.005135724,0.9992926
2023-08-03 18:08,0.0209122,0.03081836,-0.005119291,0.9992931
2023-08-03 18:08,0.02095658,0.03078589,-0.005129585,0.9992931
2023-08-03 18:08,0.02099257,0.03079626,-0.00514027,0.999292
2023-08-03 18:08,0.02097411,0.03081561,-0.005116112,0.9992918
2023-08-03 18:08,0.02097269,0.03083198,-0.005142593,0.9992912
2023-08-03 18:09,0.02097667,0.03080937,-0.005146382,0.9992919
2023-08-03 18:09,0.02094209,0.03087682,-0.00515646,0.9992905
2023-08-03 18:09,0.02099886,0.03081062,-0.005109023,0.9992916
2023-08-03 18:09,0.02095507,0.03078769,-0.005132833,0.9992931
2023-08-03 18:09,0.02098305,0.03080184,-0.005145605,0.999292
2023-08-03 18:09,0.02097273,0.03080416,-0.005127987,0.9992922
2023-08-03 18:10,0.02098203,0.03086061,-0.005128962,0.9992902
2023-08-03 18:10,0.02095792,0.03085669,-0.005119087,0.9992909
2023-08-03 18:10,0.02089354,0.03087857,-0.005132327,0.9992915
2023-08-03 18:10,0.02097584,0.03083132,-0.0051591,0.9992912
